,Review_title,Review_text,Ratings
18204,Simply awesome,good,5
18205,Wonderful,Meet the expectation;,5
18206,Best in the market!,Too good,5
18207,Classy product,"Good monitor.

Go for it 🖖",5
18208,Useless product,"Speakers not worked properly, package is not good",1
18209,Wonderful,Nice 👍🙂,4
18210,Super!,Just loved it . Simple and meets my requirements,5
18211,Inbuilt Speaker Not available,"This Dell Monitor in ""Inbuilt Speaker Not available"". So don't be fooled.😠",1
18212,Awesome,"Build quality, cable, video quality super
But power plug is very big please upgrade dell and solve this problem",5
18213,Decent product,Top grill design attracts dust .It must be closed.Except that everything good.Speakers are very loud.Display excellent.,3
18214,Great product,Nice overall,5
18215,Must buy!,Superb Monitor in this price segment.,5
18216,Best in the market!,"The monitor is elegant looking and light weight as compared to other models like acer.

The back finish is white but its kind of dull white which makes it less prone to de colourisation.",5
18217,Great product,"If anyone's looking for power consumption, it consumes 20-30 watt of power depending on your uses",5
18218,Brilliant,"Let's get into a detailed review:

Looks: 10/10
Quality: 9/10
Performance: 9/10
Display:10/10
Response:9/10

I have been using since a week and totally impressed with the looks and performance of the monitor.

Just go for it best monitor you can get under 8k.",5
18219,Great product,Best product love it,5
18220,Simply awesome,"Monitor is very good at this price. Panel is also very good
Viewing angle is also not bad. Speaker is a bit on the lower side.",5
18221,Horrible,Not recommended. Make is very poor. We will get branded product with 3 years warranty for same price . there is no return policy.,1
18222,Very Good,One of the best monitor in this prize range VA panel brightness 250nits is very good.I am happy witht this product,4
18223,Super!,"SUPERB MONITOR...
BEST VIEWING
BEST Quality
At best price..",5
18224,Must buy!,Best product you can purchase.,5
18225,Classy product,Nice monitor best Quality,5
18226,Fabulous!,"Wonderful product at this price... After years of working on a 21inch, you get a different feel when you work on 27inch monitor...😄",5
18227,Don't waste your money,This is not a 1080p only 720p,1
18228,Brilliant,"Let's get into a detailed review:

Looks: 10/10
Quality: 9/10
Performance: 9/10
Display:10/10
Response:9/10

I have been using since a week and totally impressed with the looks and performance of the monitor.

Just go for it best monitor you can get under 8k.",5
18229,Great product,Best product love it,5
18230,Simply awesome,"Monitor is very good at this price. Panel is also very good
Viewing angle is also not bad. Speaker is a bit on the lower side.",5
18231,Horrible,Not recommended. Make is very poor. We will get branded product with 3 years warranty for same price . there is no return policy.,1
18232,Very Good,One of the best monitor in this prize range VA panel brightness 250nits is very good.I am happy witht this product,4
18233,Super!,"SUPERB MONITOR...
BEST VIEWING
BEST Quality
At best price..",5
18234,Must buy!,Best product you can purchase.,5
18235,Classy product,Nice monitor best Quality,5
18236,Fabulous!,"Wonderful product at this price... After years of working on a 21inch, you get a different feel when you work on 27inch monitor...😄",5
18237,Don't waste your money,This is not a 1080p only 720p,1
18238,Very Good,Nice Brrithness and colour I love it,4
18239,Excellent,nice and good products,5
18240,Classy product,Excellent monitor,5
18241,Just wow!,Amazing display osm Performance ☺️thanks Flipkart,5
18242,Not good,"No sound only , very less sound output",2
18243,Very Good,"Monitor is good and bright, serves the purpose.",4
18244,Terrific,i am satisfied from my user experience so far,5
18245,Classy product,"Look wise good. Speakers 🔊 ✅
Display color ✅
Response ✅",5
18246,Must buy!,Excellent.....just fulfill everything you need..,5
18247,Worth the money,aux cable or speaker not working,4
18248,Must buy!,Now It is good Working but No In Future It working Good,5
18249,Really Nice,"Looks like premium but isn't.
On the other hand price is good so it's balanced.",4
18250,Wonderful,its good compared to the prize. but the display is not LED as described its LCD with LED backlight,5
18251,Pretty good,Products quility good,4
18252,Must buy!,Nice product,5
18253,Really Nice,"Overall a good product.

Only issue with speakers. Sound is not clear. Apart from that everything is OK.",4
18254,Mind-blowing purchase,Nice,5
18255,Worth every penny,Good Product,5
18256,Classy product,Super,5
18257,Decent product,Low audio. Above average display. Ok at this price range.,3
18258,Very Good,Nice Brrithness and colour I love it,4
18259,Excellent,nice and good products,5
18260,Classy product,Excellent monitor,5
18261,Just wow!,Amazing display osm Performance ☺️thanks Flipkart,5
18262,Not good,"No sound only , very less sound output",2
18263,Very Good,"Monitor is good and bright, serves the purpose.",4
18264,Terrific,i am satisfied from my user experience so far,5
18265,Classy product,"Look wise good. Speakers 🔊 ✅
Display color ✅
Response ✅",5
18266,Must buy!,Excellent.....just fulfill everything you need..,5
18267,Worth the money,aux cable or speaker not working,4
18268,Awesome,Chair is in very classic and rich look with great comfort and the design is awesome 👌 thanks to Oakcraft.,5
18269,Absolute rubbish!,Right side handle is higher than left.,1
18270,Great product,Excellent product 👍 easy to assemble and excellent quality leather and design very comfortable to seat and heavy quality,5
18271,Terrific purchase,Good product and satisfied with the proper packaging and quality. Timely delivered as per assurance of Flipkart team.,5
18272,Wonderful,"I purchased this chair for my husband who has lower back pain after sitting at his computer for extended periods. It has made a significant difference. He re...
Read full review",5
18273,Mind-blowing purchase,"I'm SO happy I found/got this chair. The mesh back AND seat are so comfortable and cool! Any other computer chair I've ever had makes my buns way too hot sit...
Read full review",5
18274,Nice product,"This product is good quality. Worth for money. As far concerning push back, not so much comfort. I took it for my work- computer. Not so comfortable for comp...
Read full review",4
18275,Very poor,worst quality don't buy at all. chair is tilting to 1 side and wheels doesn't work. chair looks good but bad quality in all areas. Chair always wobbles.,1
18276,Does the job,"Chair is comfortable. In this price range it is decent. Hands rests are not as much comfortable specially they are not adjustable so sometime it makes more i...
Read full review",3
18277,Perfect product!,thanq flipkart. i am very happy,5
18278,Awesome,Chair is in very classic and rich look with great comfort and the design is awesome 👌 thanks to Oakcraft.,5
18279,Absolute rubbish!,Right side handle is higher than left.,1
18280,Great product,Excellent product 👍 easy to assemble and excellent quality leather and design very comfortable to seat and heavy quality,5
18281,Terrific purchase,Good product and satisfied with the proper packaging and quality. Timely delivered as per assurance of Flipkart team.,5
18282,Wonderful,"I purchased this chair for my husband who has lower back pain after sitting at his computer for extended periods. It has made a significant difference. He re...
Read full review",5
18283,Mind-blowing purchase,"I'm SO happy I found/got this chair. The mesh back AND seat are so comfortable and cool! Any other computer chair I've ever had makes my buns way too hot sit...
Read full review",5
18284,Nice product,"This product is good quality. Worth for money. As far concerning push back, not so much comfort. I took it for my work- computer. Not so comfortable for comp...
Read full review",4
18285,Very poor,worst quality don't buy at all. chair is tilting to 1 side and wheels doesn't work. chair looks good but bad quality in all areas. Chair always wobbles.,1
18286,Does the job,"Chair is comfortable. In this price range it is decent. Hands rests are not as much comfortable specially they are not adjustable so sometime it makes more i...
Read full review",3
18287,Perfect product!,thanq flipkart. i am very happy,5
18288,Brilliant,Best one in this price,5
18289,Brilliant,Best one in this price,5
18290,Fabulous!,Good quality comfortable chair,5
18291,Awesome,"Happy with overall quality, delivery, assembling and comfort.",5
18292,Decent product,"I booked orange colour . But I received Green color .
Don't know where the supplier got confused.
Due to urgency I adjusted with green colour. Quality wise o...
Read full review",3
18293,Decent product,"I booked orange colour . But I received Green color .
Don't know where the supplier got confused.
Due to urgency I adjusted with green colour. Quality wise o...
Read full review",3
18294,Best in the market!,"Product is very good and comfortable. And the support team is very helpful and quickly respond. Recommend to buy this product. Special thanks to Riddhi who h...
Read full review",5
18295,Worth the money,"Good product, Comfortable",4
18296,Value-for-money,Nice and comfortable with durability,4
18297,Classy product,The product was really nice ... I love the product.the dilvery boy was so cooperating and nice.,5
18298,Not good,We can't lift up.,2
18299,Not good,We can't lift up.,2
18300,Did not meet expectations,Irrelevant waste product non comfortable and disordered,1
18301,Did not meet expectations,Irrelevant waste product non comfortable and disordered,1
18302,Terrific,"Excellent packing and on time delivery. Good job done.
Quality 9/10
Design 9/10
Price 10/10
Durability 10/10
Material 9/10
Easy to use 9/10
Shipping & Delive...
Read full review",5
18303,Excellent,"Excellent product,delivered on time
Perfect choice for long sitting purposes.
Worth for money.",5
18304,Fabulous!,Good quality comfortable chair,5
18305,Awesome,"Happy with overall quality, delivery, assembling and comfort.",5
18306,Awesome,"First Impressions: The chair was delivered today 09/06/2021. The Packaging was very very good, secure and well thought out by the company. The parts were nea...
Read full review",5
18307,Absolute rubbish!,"Worst quality, comfort and support!",1
18308,Need Minor Design Improvements,"Product quality is reasonable for price and assembly was quite easy.
Just need minor design improvements

1. the back mesh needs to be very tight so that i s...
Read full review",3
18309,Not recommended at all,"Don't buy this chair , material and finishing is bad , also it's very small , not suitable for adults .Shape is pretty bad too",1
18310,Terrific,Worth every single penny.... Comfortable with stylish look,5
18311,Terrific,Worth every single penny.... Comfortable with stylish look,5
18312,Not good,We can't lift up.,2
18313,Not good,We can't lift up.,2
18314,Value-for-money,"Chair is good only Height is low due to less height
It irritates to back",4
18315,Value-for-money,"Chair is good only Height is low due to less height
It irritates to back",4
18316,Awesome,"First Impressions: The chair was delivered today 09/06/2021. The Packaging was very very good, secure and well thought out by the company. The parts were nea...
Read full review",5
18317,Absolute rubbish!,"Worst quality, comfort and support!",1
18318,Terrible product,Wobbly and uncomfortable. Hurts the thigh and lower back.,1
18319,Terrible product,Wobbly and uncomfortable. Hurts the thigh and lower back.,1
18320,Must buy!,"Perfect chair for work from home, Shop and office use. The sheet and arm rest is very comfortable too and high of the chair is also good. I' m 6 feet and the...
Read full review",5
18321,Brilliant,Best in class and rich in feel,5
18322,Wonderful,"Its nice and comfort, easy to install..",5
18323,Wonderful,"Its nice and comfort, easy to install..",5
18324,Highly recommended,Can sit for hours in study table with this chair,5
18325,Awesome,"I am very impressed with this chair really good,

But please make sure you are not if big size. It's medium chair

Very comfortable and easy to install with ...
Read full review",5
18326,Awesome,"First Impressions: The chair was delivered today 09/06/2021. The Packaging was very very good, secure and well thought out by the company. The parts were nea...
Read full review",5
18327,Absolute rubbish!,"Worst quality, comfort and support!",1
18328,Very poor,"The product very visible it is used, many scratches on the product. When i asked for the replacement it was rejected. Chair handle and Base wheel was not ...
Read full review",1
18329,Very poor,"The product very visible it is used, many scratches on the product. When i asked for the replacement it was rejected. Chair handle and Base wheel was not ...
Read full review",1
18330,Unsatisfactory,It's not comfortable. The seat length is too small.. Only half of the thighs are covered,1
18331,Perfect product!,Good chair. Easy to assemble and comfortable. Best for working. Worth fo the price.,5
18332,Awesome,"First Impressions: The chair was delivered today 09/06/2021. The Packaging was very very good, secure and well thought out by the company. The parts were nea...
Read full review",5
18333,Absolute rubbish!,"Worst quality, comfort and support!",1
18334,Highly recommended,"Just awesome. Price worthy and best quality fabric and heavy metal and excellent design , perfect height adjustment",5
18335,Brilliant,"Really impressed by the product. The quality of the leather used is top notch and the chair is very comfortable. Installation is very easy just follow the as...
Read full review",5
18336,Does the job,"Chair is comfortable. In this price range it is decent. Hands rests are not as much comfortable specially they are not adjustable so sometime it makes more i...
Read full review",3
18337,Perfect product!,thanq flipkart. i am very happy,5
18338,Just okay,"Two sticking points, so two starts removed:

1. The curvature of the seat bottom and the curvature of the mechanism is not the same. Unreasonable levels of t...
Read full review",3
18339,Just okay,"Two sticking points, so two starts removed:

1. The curvature of the seat bottom and the curvature of the mechanism is not the same. Unreasonable levels of t...
Read full review",3
18340,Awesome,"First Impressions: The chair was delivered today 09/06/2021. The Packaging was very very good, secure and well thought out by the company. The parts were nea...
Read full review",5
18341,Absolute rubbish!,"Worst quality, comfort and support!",1
18342,Unsatisfactory,"Consider this review as a perspective of a person who needs to sit all day long and therefore wanted a chair which would fulfil the only need recommended, co...
Read full review",1
18343,Good quality product,Comfortable product with uncomfortable price,4
18344,Wonderful,This chair is like my chair I had in my office at work. It is so Comfortable and I find myself sitting upstraight instead of slouging.,5
18345,Wonderful,This chair is like my chair I had in my office at work. It is so Comfortable and I find myself sitting upstraight instead of slouging.,5
18346,Worthless,Waste quality material used...,1
18347,Worthless,Waste quality material used...,1
18348,Terrific,Worth every single penny.... Comfortable with stylish look,5
18349,Terrific,Worth every single penny.... Comfortable with stylish look,5
18350,Awesome,"First Impressions: The chair was delivered today 09/06/2021. The Packaging was very very good, secure and well thought out by the company. The parts were nea...
Read full review",5
18351,Absolute rubbish!,"Worst quality, comfort and support!",1
18352,Worthless,Waste quality material used...,1
18353,Worthless,Waste quality material used...,1
18354,Does the job,"Chair is comfortable. In this price range it is decent. Hands rests are not as much comfortable specially they are not adjustable so sometime it makes more i...
Read full review",3
18355,Perfect product!,thanq flipkart. i am very happy,5
18356,Just okay,"Two sticking points, so two starts removed:

1. The curvature of the seat bottom and the curvature of the mechanism is not the same. Unreasonable levels of t...
Read full review",3
18357,Just okay,"Two sticking points, so two starts removed:

1. The curvature of the seat bottom and the curvature of the mechanism is not the same. Unreasonable levels of t...
Read full review",3
18358,Mind-blowing purchase,Good,5
18359,Mind-blowing purchase,Good,5
18360,Worthless,Waste quality material used...,1
18361,Worthless,Waste quality material used...,1
18362,Very poor,After using only two weeks it broke,1
18363,Very poor,After using only two weeks it broke,1
18364,Fabulous!,Very good product.,5
18365,Fabulous!,Very good product.,5
18366,Awesome,"First Impressions: The chair was delivered today 09/06/2021. The Packaging was very very good, secure and well thought out by the company. The parts were nea...
Read full review",5
18367,Absolute rubbish!,"Worst quality, comfort and support!",1
18368,Did not meet expectations,Worst chair not worth of money and not comfortable at all,1
18369,Did not meet expectations,Worst chair not worth of money and not comfortable at all,1
18370,Terrific,Done neetly thank you.,5
18371,Terrific,Done neetly thank you.,5
18372,Awesome,"First Impressions: The chair was delivered today 09/06/2021. The Packaging was very very good, secure and well thought out by the company. The parts were nea...
Read full review",5
18373,Absolute rubbish!,"Worst quality, comfort and support!",1
18374,Does the job,"Chair is comfortable. In this price range it is decent. Hands rests are not as much comfortable specially they are not adjustable so sometime it makes more i...
Read full review",3
18375,Perfect product!,thanq flipkart. i am very happy,5
18376,Pretty good,"A value for money, comfortable chair.
* Comes nicely packed
* It took only 10 minutes to assemble
* The chair comes with a metallic base and feels sturdy
* ...
Read full review",4
18377,Worth every penny,"Good support for your back.
Easy to assemble.
A little sturdy hoped it would be soft cushion.
Overall good.",5
18378,Brilliant,Best one in this price,5
18379,Brilliant,Best one in this price,5
18380,Fabulous!,Good quality comfortable chair,5
18381,Awesome,"Happy with overall quality, delivery, assembling and comfort.",5
18382,Decent product,"I booked orange colour . But I received Green color .
Don't know where the supplier got confused.
Due to urgency I adjusted with green colour. Quality wise o...
Read full review",3
18383,Decent product,"I booked orange colour . But I received Green color .
Don't know where the supplier got confused.
Due to urgency I adjusted with green colour. Quality wise o...
Read full review",3
18384,Best in the market!,"Product is very good and comfortable. And the support team is very helpful and quickly respond. Recommend to buy this product. Special thanks to Riddhi who h...
Read full review",5
18385,Worth the money,"Good product, Comfortable",4
18386,Value-for-money,Nice and comfortable with durability,4
18387,Classy product,The product was really nice ... I love the product.the dilvery boy was so cooperating and nice.,5
18388,Highly recommended,"LG 22MP68VQ.
This monitor very good .
My personal experience .
Videos performs good quality .
And this morning looking good.
I have not gaming experience share.
Because, My lower PC , I have not trying to games and HDMI port.
So, I think, this is a best budget monitor.
Sorry, My English is not good. Please try to adjustment.
That's all.",5
18389,Great monitor the price.,"This is my first ever 1080p IPS monitor. The display is really nice and the colors are all really vibrant. It supports freesync and upto 75Hz refresh rate. Out of the box it's at 60Hz unless you turn on freesync. You can unlock the 75Hz even on Nvidia graphics cards, except it won't support the AMD freesync technology. You get an HDMI cable out of the box too, even though I didn't see it being mentioned in the product page.
Please do note that you can't enter BIOS while having the freesync op...
READ MORE",5
18390,Brilliant,Perfect Monitor cum TV for me. Full HD clarity display. I am fully satisfied after buying such affordable Full HD LED Monitor. Actually I have connected Airtel Digital TV and enjoying awesome video experience.,5
18391,Great product,"Fabulous Purchase
I am Writing this review after 10 Days of Purchase!!!
And Believe it or not
I don't think presently under 10000 price segment any other monitor can c compete with this. This monitor is absolutely awesome. IPS LED bezel-less display 5 millisecond response time, cable manager, with great viewing angles, awesome colours.
If You are looking for a budget big screen monitor so you can choose it without any doubt.
I have purchased many monitors import segments higher prices and lo...
READ MORE",5
18392,22MP68VQ IS THE BEST MONITOR THAN 22MK600M,"22MP68VQ and 22MK600M both have same specification except 3 spec

1. 22MP68VQ IS 2016 MODEL BUT 22MK600M IS 2018 MODEL and the Manufacturing date may vary in both the models
2. 22MP68VQ has VGA, DVI, HDMI and audio out ports - 22MK600M has VGA, 2 HDMI and audio out ports

3. MOST IMPORTANT IS DISPLAY (Panel Bit depth)
22MP68VQ is 8 bits panel and 22MK600M is 8 bits (6 bits + FRC) which is low quality and low cost display than 8 Bits panel.
6 Bits + FRC panel is a 6 bits panel and it try to ...
READ MORE",5
18393,Wonderful,"Good picture quality..
A bit glowing screen.. not good for dark room.
Excellent refresh rate..

at price in festive sale .. Paisa wasool.",4
18394,Value-for-money,"I had to replace the monitor which I got 1st, because in 75hz it had vertical lines in blue and orange color and a lot of stuck pixels today I they replaced the monitor this one is working fine.",4
18395,Moderate,Monitor Brite will be automatically increase and decrease,2
18396,Perfect product!,"Writing this review after using it for 2months it is best in its price segment just go for it.. Dont think too much just buy it I'm saying this cuz I've searched for around 1 month or so. Then i finally made my mind to buy this monitor. If it helps, press like button so that others can also read my comment.",5
18397,Classy Product,"This was a terrific purchase for me.I was upgrading from a 16"" monitor. I was looking for a 24"" monitor because I think 22"" is not big enough. Still I thinks about it while I'm unboxing.But this was the perfect monitor for me...For anybody who looking for a bigger display and better colour reproduction and an IPS panel display LG made it for them.
Except there is no inbuilt speakers...Otherwise no downside to point in this monitor. Especially for PC and Console gamers this would be perfect ch...
READ MORE",5
18398,Highly recommended,"LG 22MP68VQ.
This monitor very good .
My personal experience .
Videos performs good quality .
And this morning looking good.
I have not gaming experience share.
Because, My lower PC , I have not trying to games and HDMI port.
So, I think, this is a best budget monitor.
Sorry, My English is not good. Please try to adjustment.
That's all.",5
18399,Great monitor the price.,"This is my first ever 1080p IPS monitor. The display is really nice and the colors are all really vibrant. It supports freesync and upto 75Hz refresh rate. Out of the box it's at 60Hz unless you turn on freesync. You can unlock the 75Hz even on Nvidia graphics cards, except it won't support the AMD freesync technology. You get an HDMI cable out of the box too, even though I didn't see it being mentioned in the product page.
Please do note that you can't enter BIOS while having the freesync op...
READ MORE",5
18400,Brilliant,Perfect Monitor cum TV for me. Full HD clarity display. I am fully satisfied after buying such affordable Full HD LED Monitor. Actually I have connected Airtel Digital TV and enjoying awesome video experience.,5
18401,Great product,"Fabulous Purchase
I am Writing this review after 10 Days of Purchase!!!
And Believe it or not
I don't think presently under 10000 price segment any other monitor can c compete with this. This monitor is absolutely awesome. IPS LED bezel-less display 5 millisecond response time, cable manager, with great viewing angles, awesome colours.
If You are looking for a budget big screen monitor so you can choose it without any doubt.
I have purchased many monitors import segments higher prices and lo...
READ MORE",5
18402,22MP68VQ IS THE BEST MONITOR THAN 22MK600M,"22MP68VQ and 22MK600M both have same specification except 3 spec

1. 22MP68VQ IS 2016 MODEL BUT 22MK600M IS 2018 MODEL and the Manufacturing date may vary in both the models
2. 22MP68VQ has VGA, DVI, HDMI and audio out ports - 22MK600M has VGA, 2 HDMI and audio out ports

3. MOST IMPORTANT IS DISPLAY (Panel Bit depth)
22MP68VQ is 8 bits panel and 22MK600M is 8 bits (6 bits + FRC) which is low quality and low cost display than 8 Bits panel.
6 Bits + FRC panel is a 6 bits panel and it try to ...
READ MORE",5
18403,Wonderful,"Good picture quality..
A bit glowing screen.. not good for dark room.
Excellent refresh rate..

at price in festive sale .. Paisa wasool.",4
18404,Value-for-money,"I had to replace the monitor which I got 1st, because in 75hz it had vertical lines in blue and orange color and a lot of stuck pixels today I they replaced the monitor this one is working fine.",4
18405,Moderate,Monitor Brite will be automatically increase and decrease,2
18406,Perfect product!,"Writing this review after using it for 2months it is best in its price segment just go for it.. Dont think too much just buy it I'm saying this cuz I've searched for around 1 month or so. Then i finally made my mind to buy this monitor. If it helps, press like button so that others can also read my comment.",5
18407,Classy Product,"This was a terrific purchase for me.I was upgrading from a 16"" monitor. I was looking for a 24"" monitor because I think 22"" is not big enough. Still I thinks about it while I'm unboxing.But this was the perfect monitor for me...For anybody who looking for a bigger display and better colour reproduction and an IPS panel display LG made it for them.
Except there is no inbuilt speakers...Otherwise no downside to point in this monitor. Especially for PC and Console gamers this would be perfect ch...
READ MORE",5
18408,Super!,Excellent monitor great viewing angles. the monitor is too bright and vivid. 50 % is more than enough. must buy if you are on a budget,5
18409,Decent product,"I can't find a single pixel when it connects to my Mac.
Pros

1. Power Saving Mode
2. Software available for Mac
3. Multiple window feature
4. No Heat
5. Anti reflective
6. Seamless connection
7. Good packaging from the seller
8. Brand new item
9. No flicking (Gaming)
Cons.
1. I haven't found anything yet.",3
18410,Great product,"I brought this monitor for 7200rs with bank offer.
Excellent monitor for the price tag.
It comes with AMD freesync.
I haven't tested this monitor with games, but perfect for browsing and video or movie.
Pros:
1. Thin bezels for 3 sides.
2. 3 connectors HDMI, DVI,VGA
3. 75 Hz refresh rate regardless of your gpu, just turn on freesync from monitor setting.
4. Black stabilizer works perfectly well.
5. Sharper image and video quality due to higher Pixel density when compared to 24 inch.
6. HDMI ...
READ MORE",5
18411,Great product,"Well worth the price! If you want an IPS display under 10k with freesync. There is no better value for money.
The picture is great for the price. The delivery was fast by Flipkart. There is no speaker, but I can live with that.",5
18412,Simply awesome,"i just want you tell that close your eyes and click on that buy button because it's having one of the best ips display, colours are really sharp and crisp but also want you guys to know that i got this after 20 days don't know what happened to flipkart delivery services. Make sure to check how many days it'll take to deliver.",5
18413,Worth every penny,"Just go for it.
It's a good monitor at this price. Those who are looking for a monitor for development of apps and web development I recommend this for color it's produce.
Pro: I'm a developer and i develop apps where color accuracy is a big factor and this monitor does that thanks to IPS LED technology.
Built quality is good and sturdy.
Looks Sexy...
This monitor can be tilted 15° has built-in audio output support and dont have built-in speaker. Has all of three video input interface VG...
READ MORE",5
18414,Brilliant,"Beautiful & Elegant Design
Sharp Display
Wonderful picture quality & other features
Perfect for movies, photo+video editing & definitely gaming😍
No doubt this is one of the best monitors to buy it you wanna own a masterpiece in such an affordable price segment 😎
💯 satisfaction guaranteed",5
18415,Best in the market!,"Excellent
Flipkart has delivered within time period with good packing and the monitor is just awesome display is true led with back light and speaker option too. I thank both flipkart and retailer.",5
18416,Classy product,Best monitor ever I have used.. 👌 Great quality.. Simply go ahead with.. Happy with it after using 1 month 😊,5
18417,Worth the money,"Awesome colors and pretty good display, 75 hz is good for gaming as well. Giving 4 star for late delivery by flipkart.",4
18418,Fantastic! Must have!,Fantastic piece of work by LG. A must have for the desktop owners and WFH people. Ease of working is very much.,5
18419,Pretty good,"when i get the product the box condition is very bad but monitor is good condition and is working well and satisfied with the monitor but not box is not in good condition.
2nd thing I'm using dual monitor setup for programming and little bit gaming but display is very good if its come with more less it's best ever deal.
purchase it 8,499♥️",4
18420,Must buy!,"Best buy in this prize range. Good product by LG. HDMi cable is delivered along with monitor.
One click setting for different mode is awesome.",5
18421,Must buy!,I am fully satisfied. So nice and easy to install and navigate using it's menu. It's a good item.,5
18422,Terrific,"Excellent performance. After receiving this monitor I have just received like a new HD TV
& have a good faith on flipkart also. 22 inches is so much better than my expectation. I am happy with the price in comparison to other monitor available in the market. Thanks again to flipkart for the support.",5
18423,Delightful,"Regarding response time, if we set it to high then the moving images are not pleasant to watch. I have a laptop having 144Hz 5ms display and images looks very crisp there. When we turn on 75Hz refresh rate the pixels start pixelating. I would say this display is strictly not for gaming but for programming and office works, it's absolutely fine. The color reproduction is very good I would say. Watching movies is also a pleasure. And it is a true 8-bit display.",4
18424,Awesome,"Great product at great price.
Got it at 7.6 k on sale
Viewing angles are great.
Great clarity..
Just go for it.
This panel is far better than LG 22MK600M (22"")",5
18425,Don't think much on this - go for it,"On time delivery. Loved the product and the screen resolution. I am using it as a second screen enabling me to work in more efficient manner.
Also, got it at a discount price. Thank you Flipkart for this product.",5
18426,Must buy!,"Using it from past one month.. No issues what so every.. Good option for WFH.

Brightness was more for my liking. I like to keep the brightness to Optimal level, as this could majorly impact the vision during long working hours..
I couldn't bring down the brightness. Have tried to do it on that LG on screen control app as well.

One simple tip/solution: Switch the picture mode of ""Custom"" and adjust it to ur liking.. Now I can bring it down the brightness to my requirement. Hope this helps.. ...
READ MORE",5
18427,Mind-blowing purchase,"This is the best budget monitor and i brought it only for my PS4, it's works really well and the screen quality is amazing.thanks seller Retail.net and Flipkart.",5
18428,Terrific,Good product at budget from a good brand.... go for it guys... value for money... picture quality great.. and vibrant colour.. IPS panel so contrast ratio is nice but not as much as VA panel... good for gaming and video editing... overall very good purchase.. very satisfactory... and also faster delivery by Ekart Logistics..,5
18429,Simply awesome,"Great product fully satisfied,nice punchy colors,ips led display simply add five stars for the viewers experience,the monitor is great in every aspect,it has very less bezels at three side had Bazel only downside part of the the monitor,this I like,look is charming,the stand provided makes it it look like a gaming monitor,colors are vibrant and viewing angles are great,you can use the monitor for every work including gaming,three years on-site warranty gives you trust worthy brand name,LG is ...
READ MORE",5
18430,Fabulous!,"delivery was on time. nice packed with all accessories available in the box , decent product. best 1080p gaming monitor ever for me at least and its refresh rate is really 75hz. nope matter if you have amd gpu or nvidia just enable the fresync from the settings and your ready to go. also it's the temporary monitor for 1 year use only for me because I am ready saving to get 4k monitor by next year. as I've paired it with fastest gpu for gaming that is GTX 1080 Ti. so yeah just go for it if you...
READ MORE",5
18431,Pretty good,with a matted finish and very good colour it's a very good led IPS monitor. used it for some old games ( not a gamer). and some pic editing and browsing and TV serial watching and it came out on the top....,4
18432,Best in the market!,"PACKING IS NOT GOOD , MONITOR PACKET TO DELIVER NOT PACKING FOR FLIPKART PACKET
BUT THIS MOTNITOR ARE VERY GOOD THIS BUDGET ARE BEST MONITOR OF MY CHOICE NO DOUBT PICTURE QUALITY QOUTSTANDING PICTURE QUALITY
MY RECOMMEND TO BUY THIS MONITOR",5
18433,Terrific purchase,Just go for this Monitor. This is a awesome choice. Nice picture clarity and smoothness in video playing. It's very narrow bezel is another plus point when you are watching movie on it. View angle in no dought very good as it is an IPS. I think under Rs.10000/- this is the best 22 inch monitor.,5
18434,Best buy,I'm using titan x with i9 processor and I don't have enough money to replace my 720p Sony Bravia and u know when I bought it then I can't believe on my self this led provides 75 hz refresh rate at 1080 p and the display is so clear this is too god under such price must buy,5
18435,Wonderful,Overall a very good monitor. Just that it comes without a VGA cable you get only a HDMI cable with the power cable in the box. In case you are changing from a CRT monitor to a LCD you might need to purchase a VGA to VGA cable separately.(It should have come in the box seriously). IPS panel is the right opinion plus you can go all the way to 75htz quiet a good option for gamers on a budget.,4
18436,Terrific purchase,"Amazing product, satisfied with the courier service also, and the monitor is working great, i overclocked the refresh rate upto 74hz, and I'm giving this review after usage of 4 months,
overall, value for money",5
18437,Best Product,Nice product. Super picture and Full HD with IPS panel. and Flipkart good service and sincere services.,5
18438,Fabulous!,"awesome product
if you are looking for an ips display led with awesome quality in colours this is the one .... thanks seller thanks Flipkart....",5
18439,Super!,"Nice and excellent,I have gifted to my husband and he likes it a lot...good working and easy to install",5
18440,Nice product,Best Budget gaming IPS monitor under 10k with AMD free sync and gives 75hz refresh rate with AMD gpu's when free sync is on and plugged with video port rather than hdmi port.,4
18441,Brilliant,Budget friendly and fantastic monitor for regular use. IPS Screen quality is awesome and the refresh rate is an additional add on. Recommended one within 9k..,5
18442,Fabulous!,very good clarity & accurate color reproduction ideal for watching youtube movies or 4k videos overall value for money product,5
18443,Highly recommended,"awesome led..revalution is very good ..also good product in low price having one hdmi port,one dvi port ,one audio out port and one multipurspe key for setting of configuration of led..",5
18444,Terrific,Very good excellent product looks are amazing i like,5
18445,Good for photo/video editing,"Awesome product... best for gaming, video/photo editing, also u can directly connect with HDMI to set top box.. no need of tv tuner card.. thank you..",5
18446,Simply awesome,"It's has DSUB, Dvi-D and Hdmi. The finish quality is amazing and the color reproduction is stunning with IPS panel. I would recommend to buy this only down side no built in speakers other wise it's the killer choice.",5
18447,Mind-blowing purchase,great product this led is great for gaming great bezels filpart is great,5
